order_id,order_date,sales,quantity,discount,profit,region,state,city_type,outlet_type,category,sub_category,segment,ship_mode
ORD028413,2023-10-03,19624.3,4,0.06,3295.98,East,Uttar Pradesh,Tier 1,Small,Furniture,Tables,Consumer,Same Day
ORD028414,2023-06-03,18194.93,1,0.48,2535.73,South,Maharashtra,Tier 2,Large,Dairy Products,Cheese,Consumer,Standard Class
ORD028415,2022-02-13,10955.66,6,0.29,2146.33,North,Delhi,Village,Large,Furniture,Beds,Consumer,Second Class
ORD028416,2019-03-22,38852.25,2,0.39,5966.65,South,Delhi,Tier 2,Large,Electric Appliances,Microwaves,Corporate,Second Class
ORD028417,2022-01-14,40179.07,4,0.29,6335.08,South,Uttar Pradesh,Tier 2,Large,Household Items,Detergents,Consumer,Same Day
ORD028418,2021-05-04,32095.66,4,0.06,7933.49,West,Gujarat,Village,Small,Furniture,Chairs,Consumer,Second Class
ORD028419,2021-05-06,37384.88,6,0.42,3060.2,North,Maharashtra,Village,Large,Household Items,Buckets,Corporate,Second Class
ORD028420,2022-10-23,6333.68,5,0.41,1095.43,East,West Bengal,Tier 1,Medium,Household Items,Utensils,Corporate,Same Day
ORD028421,2019-05-22,2848.42,9,0.44,275.58,South,Maharashtra,Tier 1,Medium,Fast Food,Burgers,Consumer,Standard Class
ORD028422,2022-10-01,25573.44,7,0.06,6604.76,South,Tamil Nadu,Village,Large,Household Items,Buckets,Consumer,Second Class
ORD028423,2019-12-24,33786.1,8,0.15,6737.92,West,Tamil Nadu,Tier 1,Large,Furniture,Tables,Consumer,Standard Class
ORD028424,2021-09-16,1535.63,1,0.3,305.27,North,Karnataka,Tier 1,Large,Sessional Fruits & Vegetables,Apples,Consumer,Standard Class
ORD028425,2020-05-04,20022.02,10,0.22,4444.18,North,Gujarat,Village,Medium,Fast Food,Pizzas,Consumer,Second Class
ORD028426,2019-04-28,32335.41,5,0.34,5147.0,North,Uttar Pradesh,Tier 1,Small,Household Items,Buckets,Consumer,Same Day
ORD028427,2023-12-16,44839.2,1,0.44,5261.08,East,Delhi,Tier 1,Medium,Electric Appliances,Microwaves,Consumer,Second Class
ORD028428,2022-03-24,23970.83,7,0.36,4260.52,West,Punjab,Village,Small,Sessional Fruits & Vegetables,Mangoes,Consumer,First Class
ORD028429,2023-07-28,28353.82,5,0.32,5162.78,East,Maharashtra,Tier 2,Medium,Sessional Fruits & Vegetables,Mangoes,Corporate,Standard Class
ORD028430,2023-08-24,12354.97,10,0.04,3011.34,West,Rajasthan,Tier 1,Medium,Electric Appliances,Washing Machines,Corporate,First Class
ORD028431,2022-07-31,32212.43,8,0.45,2857.28,South,Madhya Pradesh,Tier 2,Small,Fast Food,Fries,Consumer,Standard Class
ORD028432,2023-01-01,29945.45,5,0.47,1749.65,North,Uttar Pradesh,Tier 1,Large,Household Items,Detergents,Consumer,First Class
ORD028433,2023-07-19,19120.43,5,0.04,3316.03,North,Maharashtra,Tier 2,Small,Electric Appliances,Refrigerators,Consumer,First Class
ORD028434,2019-06-28,16606.19,9,0.38,1864.66,North,Tamil Nadu,Tier 1,Large,Electric Appliances,Microwaves,Corporate,First Class
ORD028435,2023-01-02,43041.74,1,0.0,11412.51,South,Karnataka,Tier 1,Small,Dairy Products,Butter,Corporate,Same Day
ORD028436,2021-08-22,18991.37,10,0.27,1771.17,North,Madhya Pradesh,Village,Large,Electric Appliances,Washing Machines,Consumer,Second Class
ORD028437,2021-09-16,35303.66,10,0.16,8682.44,North,Madhya Pradesh,Tier 1,Large,Fast Food,Sandwiches,Consumer,Second Class
ORD028438,2023-12-06,36500.35,2,0.25,4477.83,North,Karnataka,Tier 2,Medium,Electric Appliances,Microwaves,Corporate,Standard Class
ORD028439,2023-05-31,17089.74,10,0.25,3263.67,East,West Bengal,Village,Medium,Sessional Fruits & Vegetables,Carrots,Consumer,Same Day
ORD028440,2023-12-23,37148.94,6,0.3,3545.75,North,Madhya Pradesh,Tier 1,Large,Furniture,Sofas,Corporate,Standard Class
ORD028441,2021-03-25,2313.83,3,0.48,239.31,West,West Bengal,Tier 1,Medium,Fast Food,Pizzas,Consumer,Same Day
ORD028442,2020-04-24,47489.53,10,0.18,10938.48,South,Karnataka,Tier 1,Small,Fast Food,Pizzas,Consumer,Second Class
ORD028443,2023-09-04,38300.58,5,0.28,6921.39,West,Uttar Pradesh,Tier 1,Small,Household Items,Buckets,Corporate,Same Day
ORD028444,2022-04-28,27823.39,10,0.03,5378.64,East,Delhi,Tier 2,Large,Electric Appliances,Washing Machines,Consumer,First Class
ORD028445,2020-07-28,21637.8,9,0.45,1917.93,East,Madhya Pradesh,Village,Small,Fast Food,Fries,Corporate,First Class
ORD028446,2021-01-26,37033.59,7,0.09,5012.09,East,Rajasthan,Tier 1,Large,Sessional Fruits & Vegetables,Tomatoes,Corporate,Second Class
ORD028447,2020-08-25,34524.03,6,0.47,4190.55,South,Tamil Nadu,Tier 1,Small,Household Items,Utensils,Corporate,Second Class
ORD028448,2019-02-27,14023.73,5,0.34,1987.35,West,Maharashtra,Village,Medium,Furniture,Sofas,Corporate,Standard Class
ORD028449,2019-11-23,10277.31,5,0.38,680.33,North,Madhya Pradesh,Village,Large,Sessional Fruits & Vegetables,Carrots,Corporate,Same Day
ORD028450,2023-01-29,3516.65,5,0.09,893.78,West,West Bengal,Tier 1,Small,Sessional Fruits & Vegetables,Tomatoes,Corporate,First Class
ORD028451,2020-09-02,31472.45,3,0.19,5837.39,South,Uttar Pradesh,Village,Medium,Sessional Fruits & Vegetables,Mangoes,Consumer,Same Day
ORD028452,2023-01-13,31766.79,5,0.18,5105.33,West,Punjab,Village,Small,Sessional Fruits & Vegetables,Carrots,Corporate,Same Day
ORD028453,2022-05-17,33100.38,1,0.18,7295.43,North,Maharashtra,Tier 1,Medium,Household Items,Detergents,Consumer,Second Class
ORD028454,2021-10-13,30388.31,1,0.41,4924.6,East,Gujarat,Tier 2,Medium,Electric Appliances,Fans,Consumer,Same Day
ORD028455,2021-02-18,43096.39,4,0.21,8080.86,East,Tamil Nadu,Village,Large,Fast Food,Burgers,Consumer,First Class
ORD028456,2020-06-06,3484.15,2,0.35,502.61,West,Punjab,Village,Large,Household Items,Detergents,Consumer,Second Class
ORD028457,2023-02-02,14741.49,5,0.28,2790.51,North,Karnataka,Village,Large,Household Items,Buckets,Consumer,Same Day
ORD028458,2020-02-24,3743.17,3,0.5,316.02,South,Karnataka,Tier 2,Medium,Household Items,Mops,Corporate,Standard Class
ORD028459,2023-02-25,37826.52,5,0.36,5712.71,West,Madhya Pradesh,Tier 1,Small,Furniture,Beds,Consumer,Standard Class
ORD028460,2022-12-02,11454.32,8,0.24,2111.0,South,Delhi,Tier 1,Small,Furniture,Beds,Corporate,Same Day
ORD028461,2019-10-25,33856.86,8,0.26,6279.33,West,Madhya Pradesh,Village,Small,Dairy Products,Butter,Corporate,Same Day
ORD028462,2022-07-19,39357.65,1,0.11,9816.88,North,Karnataka,Tier 2,Large,Dairy Products,Butter,Consumer,Same Day
ORD028463,2019-11-20,8672.85,7,0.37,620.63,South,Uttar Pradesh,Tier 2,Large,Dairy Products,Milk,Corporate,Second Class
ORD028464,2021-03-02,9575.8,7,0.05,1147.76,North,Uttar Pradesh,Village,Small,Fast Food,Fries,Corporate,First Class
ORD028465,2020-07-27,10451.39,2,0.2,1021.79,South,Maharashtra,Tier 1,Large,Furniture,Chairs,Corporate,First Class
ORD028466,2022-11-05,736.17,7,0.09,197.62,East,Delhi,Village,Large,Fast Food,Burgers,Consumer,First Class
ORD028467,2022-01-24,38730.53,3,0.46,3662.63,East,Madhya Pradesh,Tier 2,Small,Dairy Products,Cheese,Consumer,Same Day
ORD028468,2019-12-30,25978.26,8,0.24,3128.93,East,Punjab,Village,Medium,Fast Food,Fries,Corporate,First Class
ORD028469,2021-10-11,32074.56,10,0.01,7781.01,North,Rajasthan,Tier 2,Small,Sessional Fruits & Vegetables,Carrots,Consumer,First Class
ORD028470,2022-03-15,18382.27,10,0.08,2743.19,North,Madhya Pradesh,Village,Small,Fast Food,Pizzas,Corporate,Second Class
ORD028471,2021-01-15,34840.24,4,0.2,8073.05,South,Punjab,Tier 2,Large,Electric Appliances,Washing Machines,Consumer,Same Day
ORD028472,2022-09-04,6604.5,4,0.46,466.09,West,Punjab,Tier 2,Medium,Furniture,Chairs,Corporate,Standard Class
ORD028473,2023-12-13,1499.69,10,0.5,124.57,South,Madhya Pradesh,Tier 2,Medium,Fast Food,Fries,Consumer,First Class
ORD028474,2022-08-07,6219.22,6,0.45,668.92,North,Delhi,Tier 2,Small,Fast Food,Pizzas,Corporate,Same Day
ORD028475,2021-04-27,42116.16,3,0.24,9209.79,West,West Bengal,Village,Medium,Electric Appliances,Fans,Corporate,Same Day
ORD028476,2019-07-01,40630.79,10,0.48,4392.89,South,Uttar Pradesh,Tier 1,Large,Electric Appliances,Fans,Consumer,Standard Class
ORD028477,2022-10-04,4219.95,5,0.4,655.59,South,Tamil Nadu,Tier 2,Small,Household Items,Buckets,Corporate,Standard Class
ORD028478,2023-07-07,19994.68,3,0.37,2298.25,West,Madhya Pradesh,Tier 1,Large,Fast Food,Fries,Corporate,Standard Class
ORD028479,2023-03-16,32632.6,9,0.1,3206.47,North,Madhya Pradesh,Tier 1,Small,Sessional Fruits & Vegetables,Carrots,Corporate,Second Class
ORD028480,2020-11-13,43231.22,6,0.44,6188.38,North,Delhi,Tier 2,Medium,Electric Appliances,Refrigerators,Consumer,First Class
ORD028481,2019-06-22,29165.85,10,0.48,3331.9,North,Gujarat,Tier 1,Large,Furniture,Tables,Consumer,Standard Class
ORD028482,2023-05-31,32521.24,4,0.38,4883.16,South,Uttar Pradesh,Village,Small,Electric Appliances,Fans,Corporate,Standard Class
ORD028483,2019-03-16,28707.98,10,0.37,2642.28,South,Uttar Pradesh,Village,Medium,Furniture,Sofas,Consumer,First Class
ORD028484,2022-05-01,8907.68,8,0.07,1122.7,East,West Bengal,Tier 1,Medium,Sessional Fruits & Vegetables,Tomatoes,Corporate,First Class
ORD028485,2021-08-06,34912.11,4,0.1,3810.69,South,Maharashtra,Tier 1,Large,Furniture,Tables,Consumer,Same Day
ORD028486,2023-10-17,43809.38,8,0.29,3482.43,South,Rajasthan,Tier 2,Large,Sessional Fruits & Vegetables,Carrots,Corporate,Standard Class
ORD028487,2020-07-02,28021.85,8,0.44,3664.59,North,Maharashtra,Tier 2,Small,Electric Appliances,Fans,Corporate,Same Day
ORD028488,2021-10-23,40951.66,4,0.41,6433.08,South,Karnataka,Tier 1,Large,Electric Appliances,Refrigerators,Corporate,Same Day
ORD028489,2021-12-27,5077.72,10,0.25,852.02,North,Karnataka,Tier 2,Small,Sessional Fruits & Vegetables,Tomatoes,Consumer,First Class
ORD028490,2023-04-08,46314.88,3,0.27,5530.67,East,Gujarat,Tier 1,Small,Fast Food,Sandwiches,Consumer,Second Class
ORD028491,2019-07-26,45731.35,7,0.37,3937.12,West,Madhya Pradesh,Village,Medium,Furniture,Chairs,Corporate,Same Day
ORD028492,2019-05-25,32890.91,3,0.23,4439.95,South,Madhya Pradesh,Tier 2,Medium,Fast Food,Pizzas,Corporate,First Class
ORD028493,2021-09-09,666.68,8,0.19,105.97,East,Punjab,Village,Small,Sessional Fruits & Vegetables,Carrots,Corporate,First Class
ORD028494,2019-01-21,46342.86,6,0.45,6143.98,South,West Bengal,Tier 1,Large,Dairy Products,Butter,Corporate,Second Class
ORD028495,2023-05-11,38580.67,10,0.48,2723.65,East,Uttar Pradesh,Tier 2,Medium,Household Items,Buckets,Corporate,First Class
ORD028496,2021-05-01,6160.78,9,0.49,545.12,North,Maharashtra,Village,Medium,Dairy Products,Cheese,Corporate,Second Class
ORD028497,2023-09-01,13051.49,7,0.48,1075.35,South,Karnataka,Tier 1,Medium,Dairy Products,Milk,Corporate,Second Class
ORD028498,2022-06-11,25698.42,8,0.43,1791.56,South,Maharashtra,Tier 1,Large,Fast Food,Fries,Corporate,First Class
ORD028499,2021-03-11,39740.24,6,0.35,3817.07,South,Uttar Pradesh,Village,Medium,Dairy Products,Yogurt,Corporate,Standard Class
ORD028500,2020-06-26,40246.7,4,0.14,6166.3,North,Delhi,Tier 2,Large,Fast Food,Pizzas,Corporate,Second Class
ORD028501,2022-10-26,36692.4,10,0.2,5582.83,East,Delhi,Tier 2,Large,Furniture,Tables,Corporate,Second Class
ORD028502,2020-08-28,28317.67,2,0.26,4048.33,West,Madhya Pradesh,Tier 1,Small,Household Items,Utensils,Corporate,Second Class
ORD028503,2019-01-03,21585.54,10,0.45,3495.9,West,Maharashtra,Tier 1,Large,Electric Appliances,Washing Machines,Corporate,Second Class
ORD028504,2020-09-10,5177.09,5,0.13,654.95,West,Tamil Nadu,Tier 2,Large,Household Items,Detergents,Consumer,Standard Class
ORD028505,2020-02-13,32191.1,9,0.38,3852.79,South,Madhya Pradesh,Tier 1,Small,Fast Food,Fries,Consumer,Second Class
ORD028506,2020-02-07,5020.58,6,0.31,680.82,West,Gujarat,Village,Large,Furniture,Tables,Corporate,Standard Class
ORD028507,2021-07-04,6867.37,2,0.21,1360.78,West,Tamil Nadu,Tier 1,Large,Household Items,Detergents,Consumer,Second Class
ORD028508,2019-10-23,27739.84,1,0.07,5263.25,North,Punjab,Village,Large,Electric Appliances,Washing Machines,Corporate,Second Class
ORD028509,2023-01-20,17342.98,2,0.2,1910.18,North,Punjab,Village,Large,Household Items,Mops,Consumer,Standard Class
ORD028510,2019-03-26,40700.19,9,0.06,6420.1,South,Punjab,Village,Large,Furniture,Sofas,Corporate,Standard Class
ORD028511,2020-11-29,9966.61,10,0.07,1274.84,East,Delhi,Tier 2,Medium,Sessional Fruits & Vegetables,Carrots,Consumer,Standard Class
ORD028512,2021-09-19,19754.42,10,0.46,2357.28,North,West Bengal,Village,Large,Household Items,Mops,Consumer,Same Day
ORD028513,2020-11-16,662.75,8,0.38,58.89,North,Karnataka,Village,Small,Dairy Products,Butter,Corporate,Same Day
ORD028514,2022-03-17,32213.97,7,0.34,2565.1,West,Karnataka,Village,Small,Dairy Products,Yogurt,Corporate,Same Day
ORD028515,2023-12-05,16565.63,3,0.04,4076.26,North,Punjab,Tier 2,Large,Furniture,Tables,Consumer,Standard Class
ORD028516,2020-04-28,5155.85,5,0.0,839.33,South,Gujarat,Tier 2,Large,Furniture,Sofas,Corporate,Same Day
ORD028517,2020-09-19,5326.6,3,0.19,1265.85,North,Uttar Pradesh,Village,Large,Household Items,Mops,Consumer,First Class
ORD028518,2021-07-30,1140.08,3,0.49,106.27,South,Uttar Pradesh,Tier 1,Medium,Furniture,Chairs,Corporate,Standard Class
ORD028519,2022-06-28,34082.56,9,0.47,3939.04,East,Uttar Pradesh,Tier 1,Large,Furniture,Beds,Consumer,First Class
ORD028520,2020-10-30,23617.81,1,0.12,5368.93,East,West Bengal,Village,Small,Fast Food,Sandwiches,Corporate,First Class
ORD028521,2019-04-04,17152.0,10,0.03,2112.7,North,Tamil Nadu,Tier 1,Large,Sessional Fruits & Vegetables,Mangoes,Corporate,Standard Class
ORD028522,2021-03-02,16492.22,3,0.29,3111.46,South,Tamil Nadu,Tier 2,Medium,Electric Appliances,Fans,Consumer,Standard Class
ORD028523,2019-03-05,658.67,2,0.24,113.19,South,Rajasthan,Tier 1,Large,Furniture,Tables,Consumer,Same Day
ORD028524,2019-05-05,39145.67,4,0.03,6179.19,North,Madhya Pradesh,Tier 2,Medium,Electric Appliances,Washing Machines,Consumer,Second Class
ORD028525,2023-11-23,27368.67,6,0.01,6906.87,West,Punjab,Village,Large,Household Items,Buckets,Consumer,Same Day
ORD028526,2021-09-06,26738.96,3,0.28,2646.62,North,Punjab,Tier 1,Large,Electric Appliances,Microwaves,Corporate,Second Class
ORD028527,2022-03-07,21015.77,4,0.05,2747.04,South,Uttar Pradesh,Tier 2,Small,Fast Food,Fries,Consumer,Same Day
ORD028528,2020-02-23,27980.58,3,0.08,3867.12,South,Delhi,Tier 1,Small,Dairy Products,Butter,Consumer,First Class
ORD028529,2019-05-03,30429.28,8,0.35,4569.77,North,Tamil Nadu,Tier 2,Small,Dairy Products,Milk,Consumer,Standard Class
ORD028530,2019-07-09,30356.84,2,0.13,4220.8,West,Karnataka,Tier 1,Medium,Fast Food,Burgers,Consumer,First Class
ORD028531,2022-08-28,38598.6,5,0.4,4428.02,South,Madhya Pradesh,Tier 1,Large,Sessional Fruits & Vegetables,Tomatoes,Consumer,Same Day
ORD028532,2023-04-01,22341.1,10,0.3,2855.44,East,Tamil Nadu,Tier 2,Small,Household Items,Mops,Consumer,Second Class
ORD028533,2022-01-14,11958.91,3,0.35,1473.55,South,Delhi,Tier 1,Small,Electric Appliances,Fans,Consumer,Same Day
ORD028534,2022-09-08,43780.38,6,0.32,6221.21,West,Madhya Pradesh,Tier 2,Medium,Electric Appliances,Microwaves,Consumer,Second Class
ORD028535,2023-03-06,45965.48,3,0.34,6774.74,East,Uttar Pradesh,Tier 1,Large,Electric Appliances,Microwaves,Consumer,First Class
ORD028536,2020-08-12,21626.67,7,0.38,1926.72,North,Uttar Pradesh,Village,Medium,Dairy Products,Milk,Consumer,Standard Class
ORD028537,2019-01-18,30358.72,5,0.35,4178.21,East,Karnataka,Village,Medium,Dairy Products,Milk,Corporate,First Class
ORD028538,2022-04-07,12124.58,6,0.06,1645.71,East,West Bengal,Tier 1,Small,Sessional Fruits & Vegetables,Mangoes,Consumer,First Class
ORD028539,2019-11-07,6448.82,9,0.15,1507.79,South,Delhi,Village,Medium,Fast Food,Burgers,Corporate,Same Day
ORD028540,2023-08-08,11553.95,9,0.11,1755.65,North,Rajasthan,Tier 2,Large,Fast Food,Burgers,Corporate,Standard Class
ORD028541,2023-03-11,36440.78,2,0.49,3552.32,West,Uttar Pradesh,Tier 1,Medium,Furniture,Tables,Consumer,Second Class
ORD028542,2022-01-16,15174.4,3,0.21,1360.16,South,Madhya Pradesh,Tier 1,Large,Fast Food,Sandwiches,Consumer,Same Day
ORD028543,2019-04-19,4759.09,7,0.37,533.62,South,Punjab,Village,Large,Electric Appliances,Washing Machines,Corporate,First Class
ORD028544,2022-04-21,5643.79,8,0.03,1007.3,South,Madhya Pradesh,Tier 2,Medium,Sessional Fruits & Vegetables,Apples,Corporate,First Class
ORD028545,2023-09-02,21268.6,2,0.42,1995.73,East,Karnataka,Tier 2,Small,Electric Appliances,Refrigerators,Corporate,Standard Class
ORD028546,2023-06-20,39115.18,9,0.22,4096.4,South,Rajasthan,Village,Large,Household Items,Detergents,Consumer,Same Day
ORD028547,2019-12-12,15056.68,9,0.35,2417.67,East,Tamil Nadu,Tier 1,Small,Sessional Fruits & Vegetables,Tomatoes,Corporate,Standard Class
ORD028548,2021-02-21,16818.29,5,0.49,1375.9,East,Maharashtra,Tier 1,Small,Dairy Products,Milk,Consumer,Same Day
ORD028549,2021-07-11,32444.46,5,0.27,4390.51,West,Karnataka,Tier 1,Large,Furniture,Tables,Corporate,Standard Class
ORD028550,2022-10-01,45235.43,6,0.27,9233.29,North,West Bengal,Tier 2,Large,Fast Food,Fries,Consumer,First Class
ORD028551,2022-02-24,8184.68,3,0.02,2291.75,West,Punjab,Village,Small,Household Items,Buckets,Corporate,Second Class
ORD028552,2023-01-03,37637.65,5,0.27,7590.31,West,West Bengal,Tier 1,Small,Electric Appliances,Refrigerators,Consumer,Second Class
ORD028553,2021-09-11,10673.71,4,0.34,1670.92,East,Punjab,Village,Large,Household Items,Mops,Corporate,First Class
ORD028554,2019-08-02,5950.13,6,0.21,696.59,East,Rajasthan,Village,Small,Fast Food,Fries,Consumer,Same Day
ORD028555,2022-09-18,34801.35,7,0.26,7066.1,North,West Bengal,Tier 1,Small,Fast Food,Sandwiches,Consumer,First Class
ORD028556,2020-08-08,19109.98,3,0.25,3864.88,West,Karnataka,Village,Medium,Electric Appliances,Microwaves,Corporate,First Class
ORD028557,2019-08-22,31367.01,7,0.45,3413.72,East,Maharashtra,Village,Small,Household Items,Mops,Consumer,First Class
ORD028558,2020-05-12,25785.94,5,0.31,3009.32,North,Rajasthan,Tier 2,Small,Furniture,Beds,Consumer,Standard Class
ORD028559,2021-06-12,4661.33,8,0.2,827.26,West,Uttar Pradesh,Village,Medium,Dairy Products,Milk,Corporate,Second Class
ORD028560,2021-06-03,44477.87,9,0.1,5842.87,South,West Bengal,Tier 2,Small,Dairy Products,Yogurt,Consumer,Second Class
ORD028561,2021-06-18,23748.18,7,0.24,4003.94,East,Delhi,Village,Medium,Fast Food,Fries,Consumer,Standard Class
ORD028562,2019-12-12,3361.66,10,0.03,840.55,North,Tamil Nadu,Village,Large,Electric Appliances,Fans,Consumer,First Class
ORD028563,2020-02-15,40101.19,10,0.33,4788.37,West,Uttar Pradesh,Village,Medium,Sessional Fruits & Vegetables,Tomatoes,Corporate,Second Class
ORD028564,2023-05-05,39419.62,4,0.25,7105.47,West,Madhya Pradesh,Tier 1,Small,Dairy Products,Cheese,Corporate,Same Day
ORD028565,2022-09-02,29935.79,6,0.25,6689.58,West,Delhi,Tier 1,Large,Furniture,Tables,Consumer,Same Day
ORD028566,2022-12-17,38202.68,4,0.38,6900.75,West,Punjab,Village,Large,Dairy Products,Butter,Corporate,Standard Class
ORD028567,2022-05-04,33407.34,7,0.34,5110.88,South,Karnataka,Tier 2,Medium,Household Items,Utensils,Corporate,First Class
ORD028568,2020-06-01,48814.03,6,0.08,9099.83,North,Punjab,Tier 1,Small,Household Items,Utensils,Corporate,First Class
ORD028569,2022-03-22,18158.6,10,0.28,1532.64,West,Tamil Nadu,Village,Large,Sessional Fruits & Vegetables,Carrots,Corporate,Standard Class
ORD028570,2019-06-03,10837.03,6,0.43,1173.08,East,Gujarat,Village,Medium,Furniture,Beds,Consumer,First Class
ORD028571,2020-10-23,12190.82,5,0.22,1144.71,South,Rajasthan,Tier 1,Large,Household Items,Mops,Consumer,Same Day
ORD028572,2021-09-26,1284.61,7,0.46,98.08,South,Delhi,Village,Large,Electric Appliances,Microwaves,Consumer,Same Day
ORD028573,2022-05-08,17050.93,4,0.19,2364.46,North,Rajasthan,Village,Large,Dairy Products,Cheese,Corporate,Standard Class
ORD028574,2019-03-15,47152.75,3,0.18,6573.6,West,Karnataka,Village,Large,Fast Food,Sandwiches,Consumer,Same Day
ORD028575,2023-11-18,48234.41,5,0.4,6008.85,North,West Bengal,Village,Small,Fast Food,Pizzas,Corporate,Standard Class
ORD028576,2021-01-19,14203.28,4,0.39,1416.76,West,Uttar Pradesh,Village,Medium,Dairy Products,Yogurt,Corporate,Same Day
ORD028577,2023-06-12,43582.18,1,0.11,9626.71,North,Tamil Nadu,Tier 2,Medium,Dairy Products,Yogurt,Corporate,First Class
ORD028578,2020-01-24,9803.6,8,0.43,1285.76,West,Maharashtra,Tier 1,Small,Electric Appliances,Microwaves,Consumer,Standard Class
ORD028579,2021-12-17,21572.57,2,0.21,4532.69,West,West Bengal,Tier 2,Small,Fast Food,Fries,Consumer,First Class
ORD028580,2023-10-11,26798.27,8,0.42,2188.27,East,Madhya Pradesh,Tier 2,Medium,Fast Food,Burgers,Corporate,Standard Class
ORD028581,2022-05-22,33228.92,8,0.46,1966.75,South,Madhya Pradesh,Village,Medium,Electric Appliances,Washing Machines,Consumer,Standard Class
ORD028582,2020-03-31,2852.13,7,0.36,230.03,North,Punjab,Tier 2,Medium,Electric Appliances,Microwaves,Corporate,Standard Class
ORD028583,2021-11-08,21374.28,9,0.36,2368.62,West,Uttar Pradesh,Tier 2,Large,Household Items,Mops,Corporate,Standard Class
ORD028584,2019-09-04,31719.84,4,0.14,3839.09,West,Gujarat,Tier 2,Large,Sessional Fruits & Vegetables,Mangoes,Consumer,Standard Class
ORD028585,2022-10-09,43676.23,7,0.04,8029.58,North,West Bengal,Tier 2,Large,Sessional Fruits & Vegetables,Carrots,Consumer,First Class
ORD028586,2021-05-14,44366.03,5,0.11,7458.16,East,West Bengal,Tier 2,Medium,Dairy Products,Butter,Corporate,Second Class
ORD028587,2019-01-25,37732.38,6,0.03,8936.61,South,Maharashtra,Tier 1,Small,Sessional Fruits & Vegetables,Carrots,Corporate,Same Day
ORD028588,2023-05-28,34956.19,9,0.28,6647.13,East,Maharashtra,Tier 1,Large,Electric Appliances,Fans,Consumer,First Class
ORD028589,2023-01-31,6079.99,6,0.21,866.17,West,West Bengal,Tier 1,Large,Sessional Fruits & Vegetables,Tomatoes,Consumer,Standard Class
ORD028590,2019-05-05,18413.43,10,0.13,2680.0,East,Karnataka,Village,Small,Sessional Fruits & Vegetables,Apples,Corporate,First Class
ORD028591,2022-11-02,22228.43,3,0.17,4464.12,South,Madhya Pradesh,Tier 2,Large,Electric Appliances,Fans,Consumer,First Class
ORD028592,2020-02-27,18067.49,6,0.2,4310.22,East,Gujarat,Village,Large,Household Items,Detergents,Consumer,Standard Class
ORD028593,2020-02-04,5660.8,3,0.16,1249.0,South,Delhi,Tier 2,Small,Furniture,Sofas,Corporate,Same Day
ORD028594,2020-06-22,33312.57,8,0.39,5660.78,South,Delhi,Village,Small,Sessional Fruits & Vegetables,Mangoes,Corporate,First Class
ORD028595,2023-09-24,9024.31,3,0.06,2456.47,East,Uttar Pradesh,Tier 1,Small,Electric Appliances,Washing Machines,Corporate,Second Class
ORD028596,2019-05-08,22221.94,7,0.2,3770.87,South,Gujarat,Village,Small,Electric Appliances,Refrigerators,Corporate,First Class
ORD028597,2020-07-08,30310.46,4,0.41,5129.14,East,West Bengal,Tier 2,Medium,Sessional Fruits & Vegetables,Mangoes,Corporate,Second Class
ORD028598,2021-05-06,17239.22,10,0.45,1948.88,South,Tamil Nadu,Tier 1,Medium,Dairy Products,Milk,Corporate,Same Day
ORD028599,2021-12-30,1552.03,10,0.37,234.7,South,Delhi,Tier 2,Large,Fast Food,Burgers,Consumer,Same Day
ORD028600,2023-12-20,6836.71,9,0.4,1061.01,South,Delhi,Tier 1,Medium,Sessional Fruits & Vegetables,Tomatoes,Consumer,Second Class
ORD028601,2019-11-05,10893.47,8,0.31,938.89,North,Punjab,Tier 1,Medium,Dairy Products,Yogurt,Corporate,Second Class
ORD028602,2019-03-31,6014.53,6,0.17,632.03,West,Rajasthan,Tier 2,Small,Dairy Products,Butter,Corporate,Same Day
ORD028603,2021-06-24,48281.74,5,0.26,7542.62,South,West Bengal,Tier 1,Small,Dairy Products,Milk,Corporate,Same Day
ORD028604,2019-06-14,10578.0,1,0.41,1563.03,South,Maharashtra,Village,Medium,Electric Appliances,Refrigerators,Corporate,Second Class
ORD028605,2019-09-28,26022.53,9,0.33,3992.15,East,Punjab,Tier 1,Small,Furniture,Tables,Corporate,Second Class
ORD028606,2020-06-12,18309.53,6,0.01,2585.81,North,West Bengal,Village,Medium,Sessional Fruits & Vegetables,Carrots,Corporate,Same Day
ORD028607,2019-11-14,23044.03,9,0.21,4478.19,West,Maharashtra,Tier 1,Small,Household Items,Utensils,Corporate,Standard Class
ORD028608,2022-09-26,22695.27,8,0.08,5684.02,East,Rajasthan,Tier 2,Small,Sessional Fruits & Vegetables,Carrots,Corporate,First Class
ORD028609,2022-07-30,37226.36,9,0.37,6623.64,West,West Bengal,Tier 1,Small,Furniture,Beds,Corporate,Same Day
ORD028610,2022-01-23,7667.84,7,0.41,949.67,North,West Bengal,Tier 2,Medium,Furniture,Tables,Consumer,Same Day
ORD028611,2019-09-19,44853.73,7,0.3,7990.02,West,Madhya Pradesh,Tier 1,Small,Household Items,Utensils,Consumer,Second Class
ORD028612,2021-04-16,37407.31,1,0.37,6763.97,South,Karnataka,Village,Large,Dairy Products,Butter,Consumer,First Class
ORD028613,2023-10-24,39570.79,3,0.46,3646.75,East,West Bengal,Village,Small,Dairy Products,Cheese,Corporate,First Class
