order_date,region,category,revenue,orders,units_sold,profit,avg_discount_rate,avg_order_value,profit_margin,revenue_ratio,orders_ratio,profit_ratio,discount_ratio,true_anomaly,scenario,if_prediction,if_anomaly_score,predicted_anomaly
2021-12-27,East,Dairy Products,109447.52,4,14,13733.46,0.37,27361.88,0.1254798646876603,2.052560123155773,1.7454545454545456,1.746089835811326,1.8259081562714188,False,,1,-0.1325148967302942,False
2021-12-29,East,Dairy Products,135780.4,5,14,14535.18,0.186,27156.08,0.1070491764643497,2.5578555147217505,2.314814814814815,1.8455798408648647,0.881377349549834,False,,1,-0.08103225184651164,False
2021-12-30,East,Dairy Products,20373.79,1,8,3619.85,0.33,20373.79,0.1776719010061456,0.356185037737157,0.4385964912280702,0.4314465892757671,1.543257989088075,False,,1,-0.13661573511117975,False
2021-12-31,East,Dairy Products,79449.21,2,11,9081.7,0.365,39724.605,0.1143082479989417,1.340426887467661,0.8571428571428571,1.0448115918630778,1.660401200442268,False,,1,-0.12486916666891157,False
2022-01-01,East,Dairy Products,73104.84,2,13,13898.23,0.27,36552.42,0.1901136778358313,1.169607637816175,0.8275862068965518,1.547021530084125,1.2569913678833533,False,,1,-0.1440516965381502,False
2022-01-03,East,Dairy Products,20510.4,1,2,5313.37,0.12,20510.4,0.2590573562680396,0.3374051867144477,0.4310344827586207,0.6074668610059408,0.5328439063378823,False,,1,-0.06428464240346565,False
2022-01-04,East,Dairy Products,43206.82,1,3,4722.16,0.17,43206.82,0.1092920052899056,0.7055571846854141,0.4310344827586207,0.5266475524544156,0.7495370506451897,False,,1,-0.11840622391239425,False
2022-01-05,East,Dairy Products,39297.76,1,8,4257.48,0.08,39297.76,0.1083389994747792,0.6215832162965317,0.4210526315789473,0.4622819917109164,0.345935557490766,False,,1,-0.10159446096777053,False
2022-01-06,East,Dairy Products,52090.44,3,10,9764.71,0.2033333333333333,17363.48,0.1874568538872007,0.8322789697571048,1.2857142857142856,1.0632885548033864,0.8953854622182807,False,,1,-0.1664123343788309,False
2022-01-08,East,Dairy Products,103216.56,3,10,18353.13,0.2533333333333333,34405.52,0.177811874373647,1.6357626527068587,1.2857142857142856,1.998710135221626,1.0741733164512235,False,,1,-0.1433496513677749,False
2022-01-09,East,Dairy Products,40745.88,1,2,2783.81,0.45,40745.88,0.0683212634013549,0.6983692322250005,0.4444444444444444,0.3279445593717304,1.9137060334898557,False,,1,-0.062129971571604714,False
2022-01-10,East,Dairy Products,42198.17,3,20,6224.23,0.2633333333333333,14066.056666666664,0.1474999982226717,0.7270281810396055,1.352941176470588,0.7306432027562042,1.1051975304887325,False,,1,-0.16904186943647387,False
2022-01-11,East,Dairy Products,67711.42,2,14,7294.450000000001,0.255,33855.71,0.107728504290709,1.1577933796584208,0.9019607843137256,0.8607032570982656,1.041093458773409,False,,1,-0.1724060345764633,False
2022-01-12,East,Dairy Products,113708.68,4,34,16133.24,0.325,28427.17,0.141882220425037,1.9691822971989243,1.8461538461538465,1.958427086659989,1.2821566532423772,False,,1,-0.14901231789368208,False
2022-01-13,East,Dairy Products,28725.54,2,11,4786.54,0.2,14362.77,0.1666301138290176,0.5140103510225073,0.9411764705882352,0.5873279816631024,0.7994226392050185,False,,1,-0.1677967248206555,False
2022-01-14,East,Dairy Products,47583.89,3,12,6671.77,0.2433333333333333,15861.296666666669,0.1402106889537614,0.8443118855001419,1.4150943396226414,0.8221042977772303,0.9718819895622536,False,,1,-0.17520001656950623,False
2022-01-16,East,Dairy Products,70240.0,2,14,8212.02,0.21,35120.0,0.1169137243735763,1.2305464343753791,0.9433962264150942,0.9930043425575136,0.8240464605242506,False,,1,-0.16246910476957227,False
2022-01-17,East,Dairy Products,128139.93,5,31,21814.71,0.294,25627.986,0.170241313539035,2.240445364274375,2.2727272727272725,2.6775827411682904,1.1585141596175064,False,,1,-0.10131474215289205,False
2022-01-18,East,Dairy Products,44375.43,1,10,6583.12,0.45,44375.43,0.1483505624621553,0.7758762349189829,0.4545454545454545,0.8080257997947163,1.773235958598224,False,,1,-0.10167005044766803,False
2022-01-19,East,Dairy Products,32828.67,2,5,4677.71,0.32,16414.335,0.1424885625887372,0.5709328074634943,0.9090909090909092,0.5814849674952376,1.2501302218981143,False,,1,-0.1813064702793456,False
2022-01-20,East,Dairy Products,25915.94,2,12,3243.7,0.37,12957.97,0.1251623518189963,0.4146439845962252,0.8474576271186441,0.3646660507992164,1.4267352185089972,False,,1,-0.15102524187810445,False
2022-01-21,East,Dairy Products,14807.26,2,18,1901.08,0.195,7403.63,0.1283883716501229,0.2416446327904563,0.8928571428571428,0.2175728072582439,0.7288811363070022,False,,1,-0.1293472144480618,False
2022-01-22,East,Dairy Products,131837.18,4,27,17954.309999999998,0.2525,32959.295,0.1361854827295304,2.190610783986179,1.793103448275862,2.0922061820406306,0.9367419738406656,False,,1,-0.13077451913196997,False
2022-01-23,East,Dairy Products,66765.14,2,17,12392.1,0.26,33382.57,0.1856073393989737,1.1324945666451158,0.896551724137931,1.487148756185999,0.9673264965418554,False,,1,-0.16493438222953188,False
2022-01-24,East,Dairy Products,82130.41,2,10,9614.9,0.4,41065.205,0.1170686959921422,1.407533747588441,0.8813559322033898,1.1598121714782432,1.4871306005719735,False,,1,-0.1028011304573555,False
2022-01-25,East,Dairy Products,63279.08,3,19,7608.12,0.3,21093.02666666667,0.1202312043727563,1.0204107380391323,1.2580645161290325,0.8686362523184105,1.1054682886500533,False,,1,-0.1803293951118427,False
2022-01-26,East,Dairy Products,10710.43,2,7,1402.99,0.3399999999999999,5355.215,0.1309928733020056,0.1716009976170628,0.8524590163934426,0.1586386395824275,1.2405566600397613,False,,1,-0.10925072766503269,False
2022-01-27,East,Dairy Products,39646.45,2,5,6483.2,0.32,19823.225,0.1635253597736998,0.6128706014904856,0.8387096774193549,0.7149041971917386,1.162687783859322,False,,1,-0.18100217970256566,False
2022-01-29,East,Dairy Products,65567.4,2,13,12257.7,0.19,32783.7,0.1869480870066527,1.0798229393113377,0.8524590163934426,1.4301454273450906,0.6952034713263752,False,,1,-0.16405042899773836,False
2022-01-30,East,Dairy Products,34843.58,2,14,5979.12,0.035,17421.79,0.1715988999982206,0.5813077415478242,0.8571428571428571,0.7039540472653535,0.1272584446190102,False,,1,-0.12148662834933138,False
2022-01-31,East,Dairy Products,155039.56,4,7,24957.32,0.175,38759.89,0.1609738830528156,2.7188927619365155,1.793103448275862,3.021008309270201,0.6284675061580607,False,,1,-0.04306086729990721,False
2022-02-01,East,Dairy Products,76449.0,3,13,12657.14,0.2833333333333333,25483.0,0.1655631859147928,1.301010078636769,1.3220338983050848,1.472877111484521,1.0375830418554426,False,,1,-0.18306747132696938,False
2022-02-02,East,Dairy Products,49960.89,1,9,3140.08,0.41,49960.89,0.0628507618659315,0.8758051933157733,0.4406779661016949,0.370548078568352,1.574632561116719,False,,1,-0.03477659325934901,False
2022-02-03,East,Dairy Products,95686.34,4,26,15345.85,0.2475,23921.585,0.1603766012996212,1.5895532796861422,1.7049180327868851,1.724349757088763,0.9640690154560664,False,,1,-0.16268763494275534,False
2022-02-04,East,Dairy Products,68445.32,3,20,12557.37,0.1466666666666667,22815.10666666667,0.1834657212501892,1.125765268443884,1.265625,1.3892937724009178,0.5691154279144411,False,,1,-0.16294234782835343,False
2022-02-05,East,Dairy Products,49966.08,1,10,6001.94,0.46,49966.08,0.1201202896044676,0.8073409898834875,0.421875,0.6699955232304977,1.7135367564211643,False,,1,-0.07057818154090323,False
2022-02-06,East,Dairy Products,76854.20999999999,2,11,10521.31,0.205,38427.105,0.1368995920978174,1.2039816825638914,0.8059701492537313,1.125075343216346,0.7555626336624653,False,,1,-0.16045562018503412,False
2022-02-08,East,Dairy Products,68142.93,2,13,14602.52,0.125,34071.465,0.2142925172134512,1.051033215347153,0.8059701492537313,1.533927981242777,0.4412341482546738,False,,1,-0.12096628985840302,False
2022-02-09,East,Dairy Products,161798.55,7,43,28240.51,0.1528571428571428,23114.07857142857,0.1745411809932784,2.479157738120189,2.8405797101449277,2.955430879927473,0.5449452508276037,False,,-1,0.025179763251446663,True
2022-02-10,East,Dairy Products,63738.16,3,14,6823.81,0.3133333333333333,21246.053333333333,0.1070600406412736,0.9981257212344818,1.227272727272727,0.7393378639142729,1.1130602578721165,False,,1,-0.16629980004549738,False
2022-02-11,East,Dairy Products,58003.68,2,12,9109.51,0.265,29001.84,0.1570505526545902,0.8941174248701984,0.8059701492537313,0.9422961679273816,0.983415036422779,False,,1,-0.19463758398452263,False
2022-02-12,East,Dairy Products,25632.19,2,20,4602.780000000001,0.285,12816.095,0.1795702981290323,0.3698611477394729,0.7605633802816901,0.4390804636687458,1.0739421409061003,False,,1,-0.15703703612952247,False
2022-02-13,East,Dairy Products,111940.27,3,13,18924.4,0.2066666666666666,37313.42333333333,0.1690580163867748,1.6186856633810005,1.125,1.8082928982718196,0.772476169129959,False,,1,-0.12620013485479925,False
2022-02-14,East,Dairy Products,40924.06,1,5,6340.16,0.31,40924.06,0.1549250001099597,0.6099702892282532,0.3857142857142857,0.6212674763360515,1.1684193732799766,False,,1,-0.1445534260516328,False
2022-02-15,East,Dairy Products,96994.4,4,23,21164.45,0.0875,24248.6,0.2182028034608183,1.4481677795087855,1.542857142857143,2.075272440266477,0.3259284320617006,False,,1,-0.054934757680001556,False
2022-02-16,East,Dairy Products,74108.51000000001,3,21,9645.990000000002,0.35,24702.83666666667,0.1301603554031783,1.0684480551127948,1.1571428571428573,0.905539952599589,1.3103420953588336,False,,1,-0.17276890323621075,False
2022-02-17,East,Dairy Products,38926.84,1,2,6168.72,0.44,38926.84,0.1584695803717949,0.5695614078624938,0.3943661971830986,0.5875981137983303,1.6378933773954,False,,1,-0.11390214253067504,False
2022-02-18,East,Dairy Products,46965.53999999999,2,13,7568.54,0.31,23482.77,0.1611509204408168,0.6777055475762509,0.7671232876712328,0.6905109192705903,1.1730748810224825,False,,1,-0.18683573542429344,False
2022-02-19,East,Dairy Products,11938.23,1,5,1472.51,0.4,11938.23,0.1233440803201144,0.1772010249921023,0.3943661971830986,0.1398901833892545,1.5022754491017964,False,,1,-0.11592765257089216,False
2022-02-20,East,Dairy Products,128352.96,5,30,15492.85,0.376,25670.592,0.1207050464593882,1.9106819175384373,1.971830985915493,1.4739113326743425,1.4140355926512205,False,,1,-0.07780397782178283,False
2022-02-21,East,Dairy Products,81558.26999999999,3,12,8740.18,0.2633333333333333,27186.09,0.1071648528101442,1.205032126886082,1.1830985915492958,0.8234088788916053,0.991658260883488,False,,1,-0.17235463848264282,False
2022-02-22,East,Dairy Products,116359.93,4,31,15406.67,0.2625,29089.9825,0.1324052876277942,1.7320052697416908,1.6,1.4601579083668974,0.9845476725828828,False,,1,-0.1542584203764173,False
2022-02-23,East,Dairy Products,153108.58000000002,5,25,16453.13,0.3259999999999999,30621.716000000004,0.1074605355232214,2.149272228010185,1.917808219178082,1.490752813155478,1.193771076796607,False,,1,-0.06108170391811141,False
2022-02-24,East,Dairy Products,25403.13,1,3,3675.3,0.5,25403.13,0.1446790218370728,0.3658193636218584,0.3888888888888888,0.3432384394872496,1.828346838639063,False,,1,-0.0956965786975929,False
2022-02-25,East,Dairy Products,51120.66,3,15,9595.39,0.2233333333333333,17040.22,0.1877008238939012,0.7178559913994805,1.135135135135135,0.8871986005114938,0.8163950426941283,False,,1,-0.1643051862330855,False
2022-02-26,East,Dairy Products,92140.52,3,17,9935.11,0.37,30713.506666666668,0.1078256341509685,1.2493984139327456,1.0909090909090908,0.8983243294684412,1.3657293337392775,False,,1,-0.13700974797403737,False
2022-02-27,East,Dairy Products,31335.36,2,16,4336.45,0.185,15667.68,0.1383883893467316,0.4328375596784493,0.7466666666666667,0.3971419137520746,0.6653231355447571,False,,1,-0.1765093153598017,False
2022-02-28,East,Dairy Products,20189.07,1,4,1194.42,0.42,20189.07,0.0591617147298018,0.2734222968287144,0.3684210526315789,0.1065330650981139,1.5334415816255251,False,,1,-0.06284027262517689,False
2022-03-01,East,Dairy Products,31994.84,1,5,3934.69,0.47,31994.84,0.1229788928464715,0.4225793802467346,0.3636363636363636,0.347127087511023,1.704878793580486,False,,1,-0.10977266547408743,False
2022-03-02,East,Dairy Products,14319.41,2,16,2408.15,0.09,7159.705,0.1681738283909742,0.1930283530441974,0.7341772151898734,0.2170739850367159,0.3302115558982917,False,,1,-0.10045056061039304,False
2022-03-03,East,Dairy Products,34048.96,1,9,3487.21,0.34,34048.96,0.1024175187729669,0.468876615570146,0.3717948717948718,0.325536587335737,1.2121921733810654,False,,1,-0.13103047081621694,False
2022-03-04,East,Dairy Products,9057.14,1,5,766.41,0.48,9057.14,0.0846194273247404,0.1248917301253978,0.3766233766233766,0.0720195548349027,1.6244557500854406,False,,1,-0.048944320609472736,False
2022-03-05,East,Dairy Products,63624.95,4,24,7329.59,0.2724999999999999,15906.2375,0.1151999333594761,0.9402584114713468,1.5466666666666666,0.7430544711382682,0.9314566033076176,False,,1,-0.13922289659302056,False
2022-03-06,East,Dairy Products,79010.0,4,20,10164.02,0.2875,19752.5,0.1286421971902291,1.1934063824701904,1.589041095890411,1.0645259128173643,0.976209127733065,False,,1,-0.1652131811366082,False
2022-03-08,East,Dairy Products,61875.38,4,21,6965.76,0.3,15468.845,0.1125772480104364,0.97151763048339,1.589041095890411,0.7579999509943843,1.0074469463659947,False,,1,-0.13460604231647222,False
2022-03-09,East,Dairy Products,132306.1,5,26,21516.85,0.27,26461.22,0.1626293118760208,2.065549542659362,1.9594594594594592,2.36263829258112,0.8921527668509607,False,,1,-0.11023741273866872,False
2022-03-10,East,Dairy Products,83621.54999999999,4,20,11514.45,0.185,20905.3875,0.1376971606003476,1.295316776106502,1.5342465753424657,1.249122933717074,0.6228563903187573,False,,1,-0.15890100581561462,False
2022-03-11,East,Dairy Products,47581.49,1,10,5627.26,0.49,47581.49,0.1182657373697208,0.743206747211606,0.3733333333333333,0.6189894190605094,1.6310956624132429,False,,1,-0.06336112618313583,False
2022-03-13,East,Dairy Products,34794.04,1,6,2402.03,0.31,34794.04,0.0690356739257643,0.5200106139091395,0.3536585365853659,0.2551812506802288,1.0284248142418235,False,,1,-0.0933076066354423,False
2022-03-14,East,Dairy Products,70736.92000000001,4,20,10376.33,0.27,17684.230000000003,0.1466890274555352,1.1233123119318928,1.5263157894736843,1.201900658862693,0.862461448083419,False,,1,-0.16647169952017354,False
2022-03-15,East,Dairy Products,40749.0,2,10,7957.47,0.09,20374.5,0.1952801295737318,0.6473812965489781,0.7671232876712328,0.9148734945806856,0.2874961971402495,False,,1,-0.14071508331898092,False
2022-03-16,East,Dairy Products,12022.27,1,6,1281.83,0.37,12022.27,0.106621295312782,0.1935472015533657,0.3888888888888888,0.1515463164898103,1.1758919450645076,False,,1,-0.11192118343117047,False
2022-03-17,East,Dairy Products,66558.01,3,13,11648.24,0.2866666666666667,22186.00333333333,0.1750088381548667,1.04443508435466,1.135135135135135,1.3443581311043675,0.9126051694080194,False,,1,-0.17830319805270523,False
2022-03-18,East,Dairy Products,30479.97,2,9,6988.42,0.295,15239.985,0.2292790970594787,0.4981707570208968,0.7671232876712328,0.8447404764866047,0.9517591027807653,False,,1,-0.12794149352810674,False
2022-03-19,East,Dairy Products,38345.37,2,4,4972.21,0.25,19172.685,0.1296691099864208,0.637479087427977,0.7671232876712328,0.6144443400916296,0.8010375343301801,False,,1,-0.18669027673263588,False
2022-03-20,East,Dairy Products,49082.88,2,8,7642.99,0.385,24541.44,0.1557160052547853,0.8310039149292608,0.7777777777777777,0.9858944452493728,1.2061088630727057,False,,1,-0.16477921197677575,False
2022-03-21,East,Dairy Products,133909.74,4,22,20370.6,0.1825,33477.435,0.1521218695518339,2.3286059752159742,1.5774647887323945,2.660240537688942,0.5752669005760174,False,,1,-0.11277193988306378,False
2022-03-22,East,Dairy Products,34899.2,1,8,5949.22,0.37,34899.2,0.1704686640381441,0.6070943257154979,0.3888888888888888,0.7812814198035406,1.1917863374043751,False,,1,-0.13322981907549336,False
2022-03-23,East,Dairy Products,82767.5,3,14,11011.66,0.33,27589.166666666668,0.1330432838976651,1.4379031121377113,1.1666666666666663,1.445601659968928,1.0538521489535615,False,,1,-0.17368401425496777,False
2022-03-24,East,Dairy Products,72095.72,2,5,10623.27,0.22,36047.86,0.1473495236610439,1.1643859255984286,0.7466666666666667,1.2811026909217391,0.7204397489376633,False,,1,-0.17069777026268523,False
2022-03-25,East,Dairy Products,63842.96000000001,2,8,5651.860000000001,0.36,31921.480000000003,0.0885275369437757,1.0898470908463882,0.7887323943661972,0.7107968464660365,1.1797292552568952,False,,1,-0.1384118231104846,False
2022-03-26,East,Dairy Products,109607.39,4,28,14224.89,0.2975,27401.8475,0.1297803916323525,1.8697017476651945,1.5774647887323945,1.7709022547766045,0.9673673208686564,False,,1,-0.15419545926471062,False
2022-03-27,East,Dairy Products,331.78,1,7,62.77,0.26,331.78,0.1891916330098258,0.0058164095648314,0.4057971014492753,0.007984247016492,0.8496236214039796,False,,1,-0.0394746743836093,False
2022-03-28,East,Dairy Products,17975.94,1,3,2021.54,0.18,17975.94,0.1124580967671231,0.3337902167164726,0.4242424242424242,0.2704050056755646,0.5858761987794245,False,,1,-0.13481784131575886,False
2022-03-29,East,Dairy Products,46121.9,2,17,4012.32,0.385,23060.95,0.0869938142184081,0.8111298897492671,0.8115942028985507,0.5109450847879435,1.2833333333333334,False,,1,-0.13130162328359685,False
2022-03-30,East,Dairy Products,39944.15,3,19,3566.71,0.2699999999999999,13314.716666666667,0.0892924245477748,0.7256317593031752,1.2537313432835822,0.4747832314431738,0.8960885025681546,False,,1,-0.11579972905357644,False
2022-03-31,East,Dairy Products,1044.94,1,4,92.77,0.28,1044.94,0.0887802170459547,0.0199421067710448,0.4307692307692307,0.0128318551064836,0.9506871463217462,False,,1,-0.03873095508679547,False
2022-04-01,East,Dairy Products,43872.52,3,9,6565.98,0.1833333333333333,14624.173333333334,0.1496604252502477,0.8289287702304131,1.2923076923076922,0.9096564256283544,0.6077348066298344,False,,1,-0.16183424448335537,False
2022-04-02,East,Dairy Products,40129.1,2,14,3976.13,0.365,20064.55,0.0990834581388568,0.7482262689539946,0.835820895522388,0.5444655740510933,1.2318200080353556,False,,1,-0.1463573938566426,False
2022-04-03,East,Dairy Products,88966.88,2,13,12926.87,0.18,44483.44,0.145299801454204,1.6937377169350598,0.835820895522388,1.8040175375577852,0.6217105263157894,False,,1,-0.1121118480641018,False
2022-04-04,East,Dairy Products,31708.65,2,14,6209.4,0.175,15854.325,0.1958266908241126,0.5917733799379044,0.823529411764706,0.8489635423111129,0.5975609756097561,False,,1,-0.1603550486757086,False
2022-04-05,East,Dairy Products,79929.63,4,37,9660.53,0.34,19982.4075,0.1208629390627731,1.485692778827467,1.623188405797101,1.317664276899302,1.1574468085106384,False,,1,-0.15056419735757626,False
2022-04-06,East,Dairy Products,114231.74,5,25,11764.84,0.346,22846.348,0.1029909900698352,2.0163231786922204,2.0,1.5149438908511816,1.2224605678233436,False,,1,-0.07788654314595345,False
2022-04-07,East,Dairy Products,45844.76,2,10,10460.66,0.255,22922.38,0.2281756955429584,0.8258290541121068,0.823529411764706,1.3539814495720188,0.9121686362184604,False,,1,-0.14226816149636845,False
2022-04-08,East,Dairy Products,88506.26000000001,3,16,12476.24,0.0733333333333333,29502.08666666667,0.1409644922291372,1.5933734446692114,1.2352941176470589,1.6186365364231623,0.260575296108291,False,,1,-0.1267796309024895,False
2022-04-09,East,Dairy Products,116025.74,5,20,18025.98,0.19,23205.148,0.1553619050393473,2.0153821603448416,1.9863013698630136,2.296957007749186,0.6698273766107465,False,,1,-0.12361808322765128,False
2022-04-10,East,Dairy Products,15529.82,1,1,3544.91,0.03,15529.82,0.2282647191017024,0.272370249786801,0.4084507042253521,0.44487772854521,0.1063439677301063,False,,1,-0.05930197015914496,False
2022-04-11,East,Dairy Products,34135.75,2,12,7295.17,0.165,17067.875,0.213710552719656,0.6149812761025757,0.8405797101449275,0.9528031702829078,0.5992986264768505,False,,1,-0.15402632539736205,False
2022-04-12,East,Dairy Products,30045.79,2,11,4772.34,0.3399999999999999,15022.895,0.1588355639841721,0.5306159719426229,0.8285714285714286,0.6055447050728543,1.2341455273698263,False,,1,-0.1647741110087393,False
2022-04-13,East,Dairy Products,77761.58,3,25,11640.070000000002,0.2299999999999999,25920.52666666667,0.1496892167057305,1.400626766252015,1.2428571428571429,1.4905462640814733,0.8858686027979459,False,,1,-0.19258969294449046,False
2022-04-14,East,Dairy Products,86974.14,3,21,7933.13,0.2166666666666666,28991.38,0.0912125144324508,1.5869354265165363,1.25,1.0180954419639925,0.8447775419139628,False,,1,-0.1416775067258118,False
2022-04-15,East,Dairy Products,1770.39,1,4,264.06,0.36,1770.39,0.149153576330639,0.0323962000052847,0.4109589041095891,0.0335478794575032,1.3981789151167308,False,,1,-0.06386320555288205,False
2022-04-16,East,Dairy Products,23901.2,1,4,3280.5,0.38,23901.2,0.1372525228858802,0.4354997859841632,0.4166666666666667,0.4145571807735949,1.4835379343252504,False,,1,-0.1419472889662815,False
2022-04-17,East,Dairy Products,121613.94,4,14,11043.89,0.29,30403.485,0.0908110534039107,2.1553939095644616,1.6438356164383563,1.3957608166537512,1.1138138522596337,False,,1,-0.09880605809525789,False
2022-04-18,East,Dairy Products,40846.32,2,13,6197.59,0.345,20423.16,0.1517294581249914,0.7283406566248238,0.8219178082191781,0.7866433391220642,1.32675298038713,False,,1,-0.17690706683997098,False
2022-04-19,East,Dairy Products,94078.37,3,18,14063.86,0.2333333333333333,31359.456666666665,0.149490897854629,1.7211731239697454,1.267605633802817,1.8506049703309,0.8867119875015833,False,,1,-0.17617156399168865,False
2022-04-20,East,Dairy Products,18615.96,1,9,4470.7,0.17,18615.96,0.2401541473015627,0.3226490258321749,0.4109589041095891,0.577999358827144,0.6464424539462567,False,,1,-0.10078782595301533,False
2022-04-21,East,Dairy Products,109870.22,5,21,17889.04,0.32,21974.044,0.1628197340462229,1.9015067401705248,2.054794520547945,2.300654836570792,1.2023546111134304,False,,1,-0.11249547581289387,False
2022-04-22,East,Dairy Products,70202.22,3,25,11974.27,0.2666666666666666,23400.74,0.1705682526848866,1.1842387862712267,1.2162162162162162,1.4987210968044693,1.0213635202996,False,,1,-0.18606046648812585,False
2022-04-23,East,Dairy Products,53510.65,2,15,8925.76,0.29,26755.325,0.1668034307189316,0.9652457313333286,0.8450704225352113,1.1965367867873908,1.1125082585622643,False,,1,-0.19317071133231684,False
2022-04-24,East,Dairy Products,39921.58,3,27,5717.17,0.21,13307.193333333336,0.1432100132309392,0.6890590725328174,1.2,0.7275922997901664,0.8107934192745758,False,,1,-0.15804949057874623,False
2022-04-25,East,Dairy Products,79445.63,3,22,10636.55,0.2766666666666666,26481.876666666667,0.1338846453857814,1.3812421438437408,1.2,1.348149109546407,1.0769663285828597,False,,1,-0.1874593768005336,False
2022-04-26,East,Dairy Products,128464.16,3,23,17003.94,0.2566666666666666,42821.386666666665,0.1323632988375901,2.2577965494512875,1.2,2.1707639633527176,0.990120228884936,False,,1,-0.09845252198502108,False
2022-04-27,East,Dairy Products,76755.54000000001,3,17,10549.920000000002,0.2733333333333334,25585.180000000004,0.1374483196913213,1.3681757460049582,1.1842105263157896,1.346454006718027,1.075151329734927,False,,1,-0.1905937268325424,False
2022-04-28,East,Dairy Products,147199.33000000002,5,22,20707.58,0.302,29439.866,0.1406771348755459,2.6717244326348637,2.0,2.6838151955908227,1.1911648698396002,False,,1,-0.08955499032725878,False
2022-04-29,East,Dairy Products,47599.09,1,1,9875.38,0.03,47599.09,0.2074699327235037,0.8017859483349239,0.3896103896103896,1.1926167125284786,0.1183795159593125,False,,1,-0.05248147235772349,False
2022-04-30,East,Dairy Products,31061.8,1,2,2770.85,0.3,31061.8,0.0892044247274787,0.5065058339127946,0.379746835443038,0.3235194186376421,1.1694386694386694,False,,1,-0.12871601087624235,False
2022-05-02,East,Dairy Products,44654.8,2,5,7870.03,0.365,22327.4,0.1762415238675349,0.6875251186565432,0.75,0.8433824716356123,1.4851485148514851,False,,1,-0.15890792362212453,False
2022-05-03,East,Dairy Products,81655.72,2,9,15398.88,0.285,40827.86,0.1885829921039212,1.2381341281798108,0.75,1.6345658112913617,1.15649939131611,False,,1,-0.1230373523279209,False
2022-05-04,East,Dairy Products,43976.78999999999,3,20,6381.56,0.1066666666666666,14658.929999999998,0.1451120011260485,0.6592041912530737,1.1298701298701297,0.6703869808492315,0.4290535854639605,False,,1,-0.12266749791425596,False
2022-05-05,East,Dairy Products,82246.91,4,24,9023.2,0.1975,20561.7275,0.1097086808489218,1.229989121026576,1.5064935064935063,0.9347085204805136,0.7944195293356142,False,,1,-0.14002297725579277,False
2022-05-06,East,Dairy Products,117429.25,7,33,14757.46,0.26,16775.60714285714,0.1256710742851546,1.7627813998066673,2.636363636363636,1.515336839843633,1.0308056872037916,False,,1,-0.033274180836862954,False
2022-05-07,East,Dairy Products,43078.8,1,9,7795.29,0.38,43078.8,0.1809542048525028,0.6425938049417012,0.3717948717948718,0.7999543163122966,1.5207691246147477,False,,1,-0.11179677123060455,False
2022-05-08,East,Dairy Products,51891.77,2,16,9281.57,0.21,25945.885,0.1788640086857703,0.7731327637003272,0.7435897435897436,0.9546296369527568,0.8572836262112005,False,,1,-0.1885563544633777,False
2022-05-09,East,Dairy Products,49419.850000000006,2,10,11974.5,0.175,24709.925000000003,0.2423014234158945,0.7350961832918693,0.725,1.2186687458100205,0.723157669746123,False,,1,-0.12242148663483993,False
2022-05-10,East,Dairy Products,18248.17,1,7,2378.58,0.11,18248.17,0.1303462210183267,0.2718182638843142,0.3670886075949367,0.2443585093266628,0.4466014886716289,False,,1,-0.12203868929353873,False
2022-05-11,East,Dairy Products,191439.17,8,34,29138.23,0.20125,23929.89625,0.1522062073294613,2.906267448184079,2.9743589743589745,3.0277211723144437,0.8017377567140602,False,,-1,0.05036033010394603,True
2022-05-12,East,Dairy Products,53290.67,4,26,12101.8,0.145,13322.6675,0.2270904081333562,0.8382411261155319,1.5466666666666666,1.285354771624892,0.5788423153692616,False,,1,-0.06243282008664153,False
2022-05-13,East,Dairy Products,112574.87,5,22,18031.31,0.116,22514.974,0.1601717150550562,1.7681510835725245,1.9333333333333331,1.9233550140573072,0.4580298182313296,False,,1,-0.08340679274075258,False
2022-05-14,East,Dairy Products,47831.33,1,1,6787.95,0.17,47831.33,0.1419143059580404,0.6922807860344347,0.3580246913580246,0.670207333004444,0.667953798733191,False,,1,-0.10431936482893317,False
2022-05-15,East,Dairy Products,46626.84,3,23,7487.98,0.3233333333333333,15542.28,0.1605937695970818,0.6671085579221662,1.0481927710843373,0.7213245870987681,1.3048974243004092,False,,1,-0.16534247922643852,False
2022-05-16,East,Dairy Products,77410.13,2,11,12220.12,0.3399999999999999,38705.065,0.1578620265848926,1.0888359826984944,0.6823529411764706,1.1527042648793278,1.3942800579771626,False,,1,-0.14780686542740085,False
2022-05-17,East,Dairy Products,40285.31,2,7,6708.85,0.245,20142.655,0.1665334088281808,0.5776115726607582,0.6987951807228915,0.6352011101061857,1.011375903014199,False,,1,-0.18802818941953714,False
2022-05-18,East,Dairy Products,65208.27,4,20,9364.16,0.32,16302.0675,0.1436038711040793,0.9146721618716034,1.3647058823529412,0.8661797537562277,1.3279116633476826,False,,1,-0.15359316242117915,False
2022-05-19,East,Dairy Products,15566.83,1,1,1795.82,0.33,15566.83,0.1153619587289127,0.2128461147506477,0.3372093023255814,0.1615071450598867,1.3772921888679674,False,,1,-0.13703245960607452,False
2022-05-20,East,Dairy Products,48839.65,1,1,7814.84,0.13,48839.65,0.1600101556829338,0.6944146644154428,0.3452380952380952,0.7124054350321728,0.54610639659106,False,,1,-0.08875824811479238,False
